Ciudad,Altitud,Año,Mes,Día,T.Max,T.Min,T.media,Dir.Viento,Vel.Viento,Precipitación,Sol,Presión.máx,Presión.min
Palma de Mallorca,3,1990,2,16,23.2,13.4,18.3,10,0.3,0.0,9.7,1017.0,1013.6
Palma de Mallorca,8,1990,2,17,18.6,5.0,11.8,200,1.4,0.0,9.7,1018.4,1016.1
Palma de Mallorca,3,1990,2,17,17.6,12.4,15.0,200,0.3,0.0,9.7,1019.9,1017.0
Palma de Mallorca,8,1990,2,18,18.7,9.2,14.0,200,3.9,0.0,8.0,1020.2,1018.4
Palma de Mallorca,3,1990,2,18,18.4,9.0,13.7,250,1.1,0.0,7.8,1020.9,1018.6
Palma de Mallorca,8,1990,2,19,16.6,8.2,12.4,210,1.1,0.0,6.9,1026.0,1019.9
Palma de Mallorca,3,1990,2,19,16.4,11.2,13.8,200,0.6,0.0,6.5,1026.7,1020.9
Palma de Mallorca,8,1990,2,20,16.0,11.6,13.8,80,1.4,0.0,0.0,1028.5,1026.0
Palma de Mallorca,3,1990,2,20,16.0,13.2,14.6,110,1.4,0.0,0.0,1028.7,1026.2
Palma de Mallorca,8,1990,2,21,20.0,9.2,14.6,60,3.1,0.0,5.8,1034.0,1028.1
Palma de Mallorca,3,1990,2,21,19.4,12.0,15.7,90,0.8,0.0,4.1,1034.0,1028.6
Palma de Mallorca,8,1990,2,22,19.2,4.8,12.0,200,1.1,0.0,9.5,1035.1,1033.2
Palma de Mallorca,3,1990,2,22,18.6,10.0,14.3,230,0.6,0.0,9.5,1035.7,1033.6
Palma de Mallorca,8,1990,2,23,17.4,3.6,10.5,200,1.7,0.0,9.7,1035.0,1033.4
Palma de Mallorca,3,1990,2,23,17.8,9.6,13.7,200,0.6,0.0,9.5,1035.5,1034.0
Palma de Mallorca,8,1990,2,24,16.6,6.0,11.3,210,1.9,0.0,6.2,1033.9,1027.5
Palma de Mallorca,3,1990,2,24,16.8,11.0,13.9,220,1.7,0.0,7.3,1034.0,1029.0
Palma de Mallorca,8,1990,2,25,17.0,6.0,11.5,200,2.2,0.0,8.6,1027.5,1023.3
Palma de Mallorca,3,1990,2,25,16.4,11.0,13.7,200,0.8,0.0,5.0,1029.0,1024.1
Palma de Mallorca,8,1990,2,26,17.2,8.4,12.8,220,4.7,0.0,7.4,1025.7,1022.4
Palma de Mallorca,3,1990,2,26,17.6,10.4,14.0,250,2.5,0.0,7.6,1029.0,1023.3
Palma de Mallorca,8,1990,2,27,21.5,8.6,15.0,220,6.7,0.0,10.8,1023.4,1018.7
Palma de Mallorca,3,1990,2,27,23.0,12.4,17.7,330,2.2,0.0,10.0,1024.2,1019.0
Palma de Mallorca,8,1990,2,28,21.6,9.4,15.5,220,3.6,0.0,10.8,1022.3,1016.2
Palma de Mallorca,3,1990,2,28,22.4,13.4,17.9,330,1.7,0.0,10.1,1022.7,1017.1
Palma de Mallorca,8,1990,3,1,22.6,4.6,13.6,230,2.5,0.0,9.8,1019.1,1015.0
Palma de Mallorca,3,1990,3,1,22.6,11.6,17.1,360,1.9,0.0,9.7,1020.3,1015.8
Palma de Mallorca,8,1990,3,2,13.0,9.0,11.0,40,6.7,0.1,0.0,1030.2,1019.1
Palma de Mallorca,3,1990,3,2,14.0,10.4,12.2,40,3.6,0.5,0.0,1030.9,1020.3
Palma de Mallorca,8,1990,3,3,13.0,7.8,10.4,40,8.3,0.0,3.1,1036.1,1030.2
Palma de Mallorca,3,1990,3,3,12.4,8.6,10.5,20,3.6,0.0,3.4,1036.6,1030.9
Palma de Mallorca,8,1990,3,4,15.6,6.8,11.2,50,5.3,8.6,5.0,1036.1,1033.9
Palma de Mallorca,3,1990,3,4,14.4,10.6,12.5,40,3.3,6.8,5.2,1037.0,1034.5
Palma de Mallorca,8,1990,3,5,13.6,6.4,10.0,50,4.2,1.0,1.0,1033.9,1029.0
Palma de Mallorca,3,1990,3,5,13.6,8.0,10.8,20,3.6,0.0,0.8,1034.6,1030.3
Palma de Mallorca,8,1990,3,6,15.6,5.8,10.7,60,0.6,0.0,4.6,1030.4,1027.8
Palma de Mallorca,3,1990,3,6,15.6,10.2,12.9,20,1.1,0.0,5.7,1031.0,1028.2
Palma de Mallorca,8,1990,3,7,17.5,2.4,10.0,230,1.1,0.0,9.3,1027.8,1023.8
Palma de Mallorca,3,1990,3,7,16.8,8.8,12.8,340,1.4,0.0,8.9,1028.2,1024.3
Palma de Mallorca,8,1990,3,8,19.5,6.2,12.8,230,0.6,0.0,0.0,1025.2,1022.0
Palma de Mallorca,3,1990,3,8,19.0,12.6,15.8,250,1.4,0.2,0.0,1025.8,1022.3
Palma de Mallorca,8,1990,3,9,18.4,8.2,13.3,280,2.8,0.0,4.3,1035.4,1023.3
Palma de Mallorca,3,1990,3,9,17.8,12.2,15.0,340,1.7,4.1,3.4,1035.1,1022.7
Palma de Mallorca,8,1990,3,10,20.0,5.6,12.8,200,1.9,0.0,9.6,1036.6,1035.4
Palma de Mallorca,3,1990,3,10,18.8,10.4,14.6,220,0.8,0.0,9.7,1037.0,1035.0
Palma de Mallorca,8,1990,3,11,21.4,2.4,11.9,210,1.7,0.0,9.2,1035.5,1028.1
Palma de Mallorca,3,1990,3,11,21.0,8.0,14.5,200,0.8,0.0,9.7,1035.9,1028.6
Palma de Mallorca,8,1990,3,12,20.0,5.4,12.7,230,1.9,0.5,2.3,1028.1,1024.3
Palma de Mallorca,3,1990,3,12,19.2,12.0,15.6,240,1.1,0.0,2.4,1028.6,1024.7
Palma de Mallorca,8,1990,3,13,18.6,8.6,13.6,200,2.8,1.9,7.8,1024.9,1022.9
Palma de Mallorca,3,1990,3,13,19.0,12.0,15.5,200,1.4,3.4,9.1,1025.5,1023.3
Palma de Mallorca,8,1990,3,14,18.4,10.4,14.4,60,4.7,0.7,2.2,1028.6,1024.5
Palma de Mallorca,3,1990,3,14,18.2,14.4,16.3,70,2.2,0.3,1.1,1028.9,1024.9
Palma de Mallorca,8,1990,3,15,21.2,6.8,14.0,70,2.5,0.0,8.7,1030.9,1027.7
Palma de Mallorca,3,1990,3,15,20.4,13.2,16.8,340,1.4,0.0,8.0,1030.5,1028.5
Palma de Mallorca,8,1990,3,16,20.4,5.6,13.0,70,1.9,0.0,8.1,1032.0,1029.1
Palma de Mallorca,3,1990,3,16,20.2,12.0,16.1,140,1.7,0.0,8.7,1031.3,1029.2
Palma de Mallorca,8,1990,3,17,20.0,5.6,12.8,200,2.2,0.0,5.9,1032.0,1029.9
Palma de Mallorca,3,1990,3,17,19.8,12.0,15.9,200,1.4,0.0,8.3,1032.6,1030.7
Palma de Mallorca,8,1990,3,18,21.0,5.4,13.2,80,2.2,0.0,9.4,1032.6,1030.5
Palma de Mallorca,3,1990,3,18,19.6,12.6,16.1,90,1.1,0.0,8.1,1033.0,1031.7
Palma de Mallorca,8,1990,3,19,20.6,8.4,14.5,60,2.5,0.0,8.6,1033.5,1031.5
Palma de Mallorca,3,1990,3,19,20.2,12.0,16.1,100,2.5,0.0,8.8,1034.2,1032.3
Palma de Mallorca,8,1990,3,20,18.6,4.0,11.3,220,3.1,0.0,7.9,1034.4,1030.9
Palma de Mallorca,3,1990,3,20,17.4,10.0,13.7,240,1.7,0.0,7.9,1034.9,1030.9
Palma de Mallorca,8,1990,3,21,21.4,9.2,15.3,220,5.3,0.0,7.4,1030.9,1024.9
Palma de Mallorca,3,1990,3,21,21.0,13.4,17.2,230,2.2,0.0,7.6,1030.9,1024.1
Palma de Mallorca,8,1990,3,22,21.0,6.4,13.7,200,1.7,0.0,8.4,1024.9,1021.5
Palma de Mallorca,3,1990,3,22,19.0,11.4,15.2,210,0.8,0.0,8.6,1024.1,1022.2
Palma de Mallorca,8,1990,3,23,22.2,7.0,14.6,60,1.7,0.0,1.0,1022.8,1019.3
Palma de Mallorca,3,1990,3,23,21.4,12.6,17.0,40,0.0,0.0,1.1,1024.3,1019.8
Palma de Mallorca,8,1990,3,24,18.6,12.6,15.6,60,7.2,0.7,1.0,1021.1,1017.7
Palma de Mallorca,3,1990,3,24,21.4,13.8,17.6,40,3.1,1.0,0.0,1022.0,1018.4
Palma de Mallorca,8,1990,3,25,19.0,11.6,15.3,60,4.4,7.4,2.2,1022.7,1020.3
Palma de Mallorca,3,1990,3,25,18.4,13.4,15.9,80,1.9,9.0,2.5,1023.4,1021.0
Palma de Mallorca,8,1990,3,26,15.0,7.4,11.2,60,3.6,4.6,6.9,1021.0,1017.9
Palma de Mallorca,3,1990,3,26,14.0,8.6,11.3,60,1.4,5.9,8.0,1021.8,1018.7
Palma de Mallorca,8,1990,3,27,13.6,2.0,7.8,320,2.5,1.2,6.6,1019.3,1017.0
Palma de Mallorca,3,1990,3,27,14.6,5.4,10.0,40,1.1,0.0,6.7,1018.9,1017.5
Palma de Mallorca,8,1990,3,28,15.8,3.2,9.5,300,3.3,0.3,8.9,1022.0,1016.5
Palma de Mallorca,3,1990,3,28,15.0,10.0,12.5,310,2.5,0.0,8.8,1022.6,1016.7
Palma de Mallorca,8,1990,3,29,14.5,1.2,7.8,60,3.1,8.0,4.2,1025.5,1022.0
Palma de Mallorca,3,1990,3,29,14.0,8.6,11.3,70,2.8,5.7,4.4,1025.6,1022.4
Palma de Mallorca,8,1990,3,30,16.4,6.2,11.3,50,6.4,0.0,8.2,1025.1,1023.1
Palma de Mallorca,3,1990,3,30,16.0,8.6,12.3,70,3.6,0.0,8.9,1025.6,1023.5
Palma de Mallorca,8,1990,3,31,18.4,9.0,13.7,70,6.1,0.0,1.0,1024.9,1022.7
Palma de Mallorca,3,1990,3,31,16.4,12.4,14.4,90,5.3,0.0,1.3,1025.1,1023.3
Palma de Mallorca,8,1990,4,1,15.2,12.0,13.6,60,4.2,17.8,0.0,1022.7,1013.9
Palma de Mallorca,3,1990,4,1,15.0,13.6,14.3,60,2.5,17.9,0.0,1023.3,1014.3
Palma de Mallorca,8,1990,4,2,17.6,12.6,15.1,260,4.4,1.0,2.7,1013.9,1008.7
Palma de Mallorca,3,1990,4,2,18.0,13.4,15.7,270,1.4,1.2,1.2,1014.3,1008.7
Palma de Mallorca,8,1990,4,3,18.6,8.2,13.4,300,3.1,0.0,8.6,1013.4,1007.3
Palma de Mallorca,3,1990,4,3,19.4,12.0,15.7,330,1.7,0.0,10.2,1014.4,1006.9
Palma de Mallorca,8,1990,4,4,18.8,4.8,11.8,90,1.9,0.0,5.6,1014.4,1012.1
Palma de Mallorca,3,1990,4,4,18.6,11.6,15.1,200,1.7,0.0,8.7,1015.9,1013.1
Palma de Mallorca,8,1990,4,5,19.6,9.6,14.6,210,1.1,0.0,2.3,1012.9,1004.3
Palma de Mallorca,3,1990,4,5,19.0,13.0,16.0,70,0.6,0.2,1.8,1013.2,1005.1
Palma de Mallorca,8,1990,4,6,18.5,9.8,14.2,230,3.9,0.0,5.0,1004.3,1000.2
Palma de Mallorca,3,1990,4,6,18.0,13.6,15.8,270,1.9,0.0,5.1,1005.1,1001.2
Palma de Mallorca,8,1990,4,7,18.8,6.6,12.7,250,7.8,0.0,11.2,1010.0,1003.5
Palma de Mallorca,3,1990,4,7,19.0,12.0,15.5,270,2.8,0.0,11.2,1009.8,1003.8
Palma de Mallorca,8,1990,4,8,20.6,3.5,12.0,220,2.5,3.9,5.3,1009.4,1006.0
Palma de Mallorca,3,1990,4,8,19.4,10.6,15.0,230,0.8,9.4,6.1,1010.4,1006.3
Palma de Mallorca,8,1990,4,9,12.6,9.6,11.1,230,1.9,19.7,0.0,1006.9,1002.7
Palma de Mallorca,3,1990,4,9,16.0,11.2,13.6,230,1.1,31.3,0.0,1007.5,1004.1
Palma de Mallorca,8,1990,4,10,14.5,5.0,9.8,220,1.7,0.0,1.3,1015.3,1006.9
Palma de Mallorca,3,1990,4,10,14.6,9.0,11.8,60,0.6,0.0,2.7,1015.8,1007.5
Palma de Mallorca,8,1990,4,11,17.6,1.2,9.4,230,5.6,0.0,11.1,1016.3,1014.0
Palma de Mallorca,3,1990,4,11,18.6,8.0,13.3,230,2.8,0.0,11.2,1016.9,1014.7
Palma de Mallorca,8,1990,4,12,19.6,7.0,13.3,210,3.3,0.0,7.5,1018.3,1014.6
Palma de Mallorca,3,1990,4,12,18.6,12.2,15.4,210,1.1,0.0,9.0,1018.4,1014.9
Palma de Mallorca,8,1990,4,13,19.0,7.2,13.1,200,2.8,0.2,7.6,1018.3,1014.0
Palma de Mallorca,3,1990,4,13,18.4,12.0,15.2,200,2.2,0.0,6.2,1018.4,1014.3
Palma de Mallorca,8,1990,4,14,16.6,5.2,10.9,50,3.6,0.0,2.6,1022.9,1013.4
Palma de Mallorca,3,1990,4,14,17.0,10.2,13.6,60,2.5,0.1,4.6,1022.8,1013.5
Palma de Mallorca,8,1990,4,15,22.2,5.0,13.6,320,5.0,0.0,11.8,1022.7,1015.7
Palma de Mallorca,3,1990,4,15,22.4,10.0,16.2,250,5.8,0.0,10.5,1023.4,1016.7
Palma de Mallorca,8,1990,4,16,18.0,6.2,12.1,220,2.5,0.0,9.1,1024.0,1020.9
Palma de Mallorca,3,1990,4,16,17.6,11.2,14.4,240,1.9,0.0,9.7,1023.7,1022.4
Palma de Mallorca,8,1990,4,17,19.2,3.4,11.3,220,4.4,0.0,12.0,1023.4,1021.0
Palma de Mallorca,3,1990,4,17,18.8,9.8,14.3,340,1.4,0.0,11.4,1023.5,1021.2
Palma de Mallorca,8,1990,4,18,16.8,4.5,10.6,310,3.9,0.0,9.4,1024.7,1018.7
Palma de Mallorca,3,1990,4,18,16.8,9.6,13.2,330,1.9,0.4,9.1,1024.6,1019.5
Palma de Mallorca,8,1990,4,19,17.8,9.0,13.4,220,4.2,0.0,10.3,1018.9,1009.2
Palma de Mallorca,3,1990,4,19,18.0,11.0,14.5,20,3.1,0.0,10.8,1020.1,1009.6
Palma de Mallorca,8,1990,4,20,17.4,8.0,12.7,200,3.1,6.6,9.0,1009.2,1005.1
Palma de Mallorca,3,1990,4,20,15.0,11.8,13.4,20,2.5,5.9,9.5,1009.9,1005.8
Palma de Mallorca,8,1990,4,21,16.6,7.0,11.8,320,2.5,0.4,8.2,1008.2,1004.7
Palma de Mallorca,3,1990,4,21,16.0,9.6,12.8,80,1.9,0.4,5.4,1008.9,1005.2
Palma de Mallorca,8,1990,4,22,17.0,5.0,11.0,230,3.9,0.0,7.9,1012.9,1007.4
Palma de Mallorca,3,1990,4,22,16.4,10.0,13.2,250,1.9,0.0,8.0,1013.1,1008.1
Palma de Mallorca,8,1990,4,23,18.4,7.2,12.8,220,4.2,0.4,10.9,1013.9,1010.6
Palma de Mallorca,3,1990,4,23,18.0,11.4,14.7,200,2.2,4.7,10.7,1014.1,1012.1
Palma de Mallorca,8,1990,4,24,19.6,4.8,12.2,220,3.3,0.0,11.0,1015.9,1012.0
Palma de Mallorca,3,1990,4,24,19.2,10.6,14.9,200,1.4,0.0,11.4,1016.6,1012.9
Palma de Mallorca,8,1990,4,25,21.6,5.8,13.7,200,1.9,6.6,5.8,1020.1,1015.3
Palma de Mallorca,3,1990,4,25,19.6,10.4,15.0,330,1.4,6.6,5.0,1020.6,1015.8
Palma de Mallorca,8,1990,4,26,19.2,4.6,11.9,220,3.1,0.0,11.3,1023.5,1020.1
Palma de Mallorca,3,1990,4,26,18.6,10.4,14.5,210,1.9,0.0,10.6,1024.3,1020.5
Palma de Mallorca,8,1990,4,27,21.6,4.6,13.1,220,3.1,0.0,12.0,1025.0,1023.3
Palma de Mallorca,3,1990,4,27,20.8,11.0,15.9,240,1.9,0.0,11.5,1025.8,1022.5
Palma de Mallorca,8,1990,4,28,20.6,9.0,14.8,60,3.3,0.0,0.2,1023.9,1018.2
Palma de Mallorca,3,1990,4,28,20.0,13.4,16.7,90,2.2,0.0,0.3,1022.7,1018.7
Palma de Mallorca,8,1990,4,29,24.2,7.4,15.8,30,5.3,1.0,9.3,1018.2,1014.3
Palma de Mallorca,3,1990,4,29,23.0,13.0,18.0,70,3.3,0.5,,1018.7,1014.9
Palma de Mallorca,8,1990,4,30,19.6,12.4,16.0,60,6.1,1.6,0.5,1018.0,1015.7
Palma de Mallorca,3,1990,4,30,19.6,15.4,17.5,40,4.2,2.7,0.4,1019.1,1016.6
Palma de Mallorca,8,1990,5,1,20.0,13.4,16.7,80,6.4,0.0,1.4,1023.5,1017.2
Palma de Mallorca,3,1990,5,1,19.2,14.4,16.8,70,5.0,0.1,0.7,1023.7,1018.3
Palma de Mallorca,8,1990,5,2,22.4,8.6,15.5,80,5.8,0.0,10.2,1024.3,1022.4
Palma de Mallorca,3,1990,5,2,21.6,13.6,17.6,70,3.9,0.0,10.9,1024.9,1023.1
Palma de Mallorca,8,1990,5,3,23.6,9.0,16.3,80,4.4,0.0,11.9,1024.7,1019.9
Palma de Mallorca,3,1990,5,3,22.4,13.4,17.9,80,2.5,0.0,12.4,1024.6,1020.6
Palma de Mallorca,8,1990,5,4,24.6,7.0,15.8,220,3.1,0.0,12.0,1020.7,1017.4
Palma de Mallorca,3,1990,5,4,23.0,13.6,18.3,60,1.4,0.0,12.5,1021.1,1018.0
Palma de Mallorca,8,1990,5,5,23.4,7.4,15.4,210,2.5,0.0,12.3,1019.1,1017.1
Palma de Mallorca,3,1990,5,5,22.4,13.2,17.8,230,1.9,0.0,11.2,1020.5,1018.0
Palma de Mallorca,8,1990,5,6,22.6,8.0,15.3,210,3.3,0.0,11.6,1019.1,1017.2
Palma de Mallorca,3,1990,5,6,20.6,13.8,17.2,200,1.1,0.0,12.2,1019.5,1017.0
Palma de Mallorca,8,1990,5,7,22.6,8.4,15.5,200,3.3,0.0,11.0,1017.5,1016.5
Palma de Mallorca,3,1990,5,7,20.4,13.6,17.0,210,1.7,0.0,11.4,1018.6,1017.0
Palma de Mallorca,8,1990,5,8,21.2,9.2,15.2,220,2.5,0.0,10.7,1017.8,1016.3
Palma de Mallorca,3,1990,5,8,20.0,14.6,17.3,220,1.1,0.0,10.1,1019.1,1017.0
Palma de Mallorca,8,1990,5,9,24.2,8.0,16.1,90,3.1,0.0,8.1,1019.0,1015.1
Palma de Mallorca,3,1990,5,9,22.6,14.6,18.6,210,2.8,0.0,9.3,1018.4,1015.6
Palma de Mallorca,8,1990,5,10,18.5,15.6,17.0,40,3.6,1.0,0.0,1015.3,1012.7
Palma de Mallorca,3,1990,5,10,18.0,16.4,17.2,70,2.8,2.0,0.0,1016.6,1014.0
Palma de Mallorca,8,1990,5,11,23.0,14.8,18.9,60,5.8,0.0,6.4,1013.2,1009.2
Palma de Mallorca,3,1990,5,11,21.8,16.0,18.9,70,3.9,0.0,7.2,1014.0,1009.4
Palma de Mallorca,8,1990,5,12,,,,240,3.9,0.0,12.3,1014.9,1008.7
Palma de Mallorca,3,1990,5,12,23.8,13.8,18.8,220,1.9,0.0,12.8,1015.4,1009.0
Palma de Mallorca,8,1990,5,13,22.0,10.5,16.2,210,3.9,0.0,10.9,1016.2,1013.7
Palma de Mallorca,3,1990,5,13,21.0,15.6,18.3,250,1.9,0.0,10.8,1016.7,1014.7
Palma de Mallorca,8,1990,5,14,23.2,10.0,16.6,210,3.3,0.0,12.8,1018.5,1015.7
Palma de Mallorca,3,1990,5,14,21.2,14.4,17.8,200,1.4,0.0,12.5,1019.1,1016.5
Palma de Mallorca,8,1990,5,15,25.6,8.6,17.1,230,2.8,0.0,8.9,1019.1,1017.5
Palma de Mallorca,3,1990,5,15,24.4,14.6,19.5,230,0.6,0.0,9.4,1020.2,1018.4
Palma de Mallorca,8,1990,5,16,28.4,9.0,18.7,220,3.3,0.0,12.6,1019.5,1017.7
Palma de Mallorca,3,1990,5,16,27.2,15.8,21.5,240,1.1,0.0,12.5,1021.0,1018.2
Palma de Mallorca,8,1990,5,17,29.0,10.0,19.5,240,2.5,0.0,13.0,1017.9,1014.9
Palma de Mallorca,3,1990,5,17,27.0,16.4,21.7,290,1.9,0.0,12.4,1018.2,1015.7
Palma de Mallorca,8,1990,5,18,29.2,13.2,21.2,250,5.0,0.0,11.7,1015.7,1013.0
Palma de Mallorca,3,1990,5,18,25.2,17.6,21.4,200,1.9,0.0,12.0,1016.1,1014.0
Palma de Mallorca,8,1990,5,19,24.6,12.6,18.6,210,3.1,0.0,11.3,1017.0,1014.4
Palma de Mallorca,3,1990,5,19,23.0,17.4,20.2,210,1.7,0.0,11.8,1017.9,1015.0
Palma de Mallorca,8,1990,5,20,24.2,13.4,18.8,220,3.9,0.0,9.6,1015.6,1013.0
Palma de Mallorca,3,1990,5,20,23.4,17.6,20.5,210,1.9,0.0,10.0,1016.1,1013.2
Palma de Mallorca,8,1990,5,21,25.0,14.4,19.7,200,2.8,0.0,10.3,1014.4,1012.1
Palma de Mallorca,3,1990,5,21,24.0,18.0,21.0,240,1.7,0.0,10.4,1015.5,1012.6
Palma de Mallorca,8,1990,5,22,25.2,15.0,20.1,200,4.4,0.0,10.8,1012.5,1010.7
Palma de Mallorca,3,1990,5,22,24.0,18.0,21.0,230,1.9,0.0,10.9,1012.9,1011.0
Palma de Mallorca,8,1990,5,23,25.0,13.4,19.2,310,2.2,0.0,4.5,1012.7,1010.4
Palma de Mallorca,3,1990,5,23,23.4,18.0,20.7,340,1.1,0.0,4.5,1013.8,1011.3
Palma de Mallorca,8,1990,5,24,24.6,9.4,17.0,320,6.1,0.0,12.8,1015.9,1012.2
Palma de Mallorca,3,1990,5,24,25.0,16.2,20.6,240,2.2,0.0,13.1,1016.6,1012.1
Palma de Mallorca,8,1990,5,25,26.6,11.8,19.2,220,3.1,0.0,11.8,1017.1,1015.4
Palma de Mallorca,3,1990,5,25,25.6,17.6,21.6,200,3.1,0.0,12.3,1018.2,1015.9
Palma de Mallorca,8,1990,5,26,25.6,11.8,18.7,200,2.8,0.0,10.4,1017.8,1016.3
Palma de Mallorca,3,1990,5,26,23.8,16.6,20.2,200,1.9,0.0,11.0,1019.0,1016.6
Palma de Mallorca,8,1990,5,27,22.2,16.0,19.1,300,1.7,1.8,0.0,1018.9,1016.1
Palma de Mallorca,3,1990,5,27,22.0,16.6,19.3,80,1.4,3.1,0.0,1018.6,1016.5
Palma de Mallorca,8,1990,5,28,25.4,12.2,18.8,50,6.1,0.0,12.4,1022.0,1018.2
Palma de Mallorca,3,1990,5,28,24.6,16.0,20.3,50,4.2,0.0,11.9,1023.0,1018.2
Palma de Mallorca,8,1990,5,29,26.8,8.4,17.6,60,3.3,0.0,12.6,1021.9,1020.2
Palma de Mallorca,3,1990,5,29,25.4,15.4,20.4,210,2.8,0.0,13.0,1022.3,1020.7
Palma de Mallorca,8,1990,5,30,24.4,10.6,17.5,220,3.3,0.0,11.7,1020.9,1018.3
Palma de Mallorca,3,1990,5,30,22.8,16.4,19.6,200,1.7,0.0,12.2,1021.6,1018.6
Palma de Mallorca,8,1990,5,31,27.8,10.4,19.1,90,3.9,0.0,13.2,1020.5,1018.1
Palma de Mallorca,3,1990,5,31,24.0,16.5,20.2,220,2.8,0.0,12.9,1021.0,1018.9
Palma de Mallorca,8,1990,6,1,28.0,11.8,19.9,240,4.7,0.0,12.5,1020.5,1018.2
Palma de Mallorca,3,1990,6,1,24.0,17.4,20.7,200,2.2,0.0,12.8,1021.1,1018.6
Palma de Mallorca,8,1990,6,2,29.2,12.2,20.7,220,3.9,0.0,12.7,1018.6,1013.8
Palma de Mallorca,3,1990,6,2,27.2,17.8,22.5,210,1.7,0.0,12.7,1018.6,1015.0
Palma de Mallorca,8,1990,6,3,25.4,11.2,18.3,210,4.7,0.0,12.4,1014.3,1012.0
Palma de Mallorca,3,1990,6,3,23.4,16.4,19.9,220,1.4,0.0,12.6,1015.4,1012.6
Palma de Mallorca,8,1990,6,4,25.0,13.0,19.0,210,2.5,0.0,11.2,1012.2,1008.1
Palma de Mallorca,3,1990,6,4,22.8,17.6,20.2,200,1.1,0.0,11.6,1012.6,1009.4
Palma de Mallorca,8,1990,6,5,26.6,16.4,21.5,90,4.7,37.4,8.0,1012.1,1007.8
Palma de Mallorca,3,1990,6,5,25.6,18.2,21.9,70,1.9,8.9,8.9,1013.2,1008.0
Palma de Mallorca,8,1990,6,6,23.5,16.2,19.8,220,6.4,0.0,9.0,1017.6,1011.9
Palma de Mallorca,3,1990,6,6,22.6,17.6,20.1,100,3.1,0.0,8.6,1017.8,1012.9
Palma de Mallorca,8,1990,6,7,24.2,12.6,18.4,200,4.4,0.0,12.0,1017.1,1014.3
Palma de Mallorca,3,1990,6,7,24.2,17.4,20.8,200,2.8,0.0,12.6,1017.6,1014.6
Palma de Mallorca,8,1990,6,8,31.0,15.0,23.0,200,4.4,0.0,12.6,1014.6,1010.0
Palma de Mallorca,3,1990,6,8,29.8,18.4,24.1,220,1.7,0.0,12.9,1014.7,1010.6
Palma de Mallorca,8,1990,6,9,26.8,17.0,21.9,210,5.0,0.0,11.6,1015.0,1013.1
Palma de Mallorca,3,1990,6,9,25.6,18.4,22.0,200,2.8,0.0,12.2,1015.8,1013.9
Palma de Mallorca,8,1990,6,10,26.5,15.4,21.0,60,5.6,0.0,5.8,1016.5,1014.9
Palma de Mallorca,3,1990,6,10,25.0,18.6,21.8,70,3.6,0.0,5.8,1017.6,1015.7
Palma de Mallorca,8,1990,6,11,26.2,15.4,20.8,50,3.9,0.0,5.6,1015.1,1010.6
Palma de Mallorca,3,1990,6,11,24.6,18.4,21.5,60,1.9,0.0,5.7,1016.9,1011.2
Palma de Mallorca,8,1990,6,12,24.6,14.6,19.6,210,4.4,0.0,10.7,1018.0,1013.5
Palma de Mallorca,3,1990,6,12,23.4,17.6,20.5,200,2.5,0.0,10.8,1018.3,1013.9
Palma de Mallorca,8,1990,6,13,25.0,16.6,20.8,200,3.3,0.0,12.1,1018.0,1014.9
Palma de Mallorca,3,1990,6,13,24.4,19.4,21.9,210,1.7,0.0,11.6,1018.0,1015.9
Palma de Mallorca,8,1990,6,14,25.4,13.8,19.6,220,3.9,0.0,11.7,1015.9,1014.3
Palma de Mallorca,3,1990,6,14,23.8,18.4,21.1,240,1.4,0.0,11.0,1016.9,1014.3
Palma de Mallorca,8,1990,6,15,25.6,15.4,20.5,220,3.3,0.0,12.3,1017.5,1015.1
Palma de Mallorca,3,1990,6,15,24.4,18.6,21.5,210,1.7,0.0,12.6,1018.5,1015.8
Palma de Mallorca,8,1990,6,16,29.4,15.8,22.6,230,3.9,0.0,10.2,1017.5,1014.0
Palma de Mallorca,3,1990,6,16,27.0,19.4,23.2,210,1.7,0.0,10.2,1018.3,1015.3
Palma de Mallorca,8,1990,6,17,25.8,16.0,20.9,210,3.9,0.0,13.0,1015.4,1012.3
Palma de Mallorca,3,1990,6,17,24.8,20.0,22.4,200,1.7,0.0,12.9,1015.3,1012.6
Palma de Mallorca,8,1990,6,18,26.6,15.8,21.2,220,3.3,0.0,12.0,1015.0,1014.0
Palma de Mallorca,3,1990,6,18,25.2,19.4,22.3,210,2.5,0.0,12.5,1016.4,1014.2
Palma de Mallorca,8,1990,6,19,26.6,14.4,20.5,240,4.2,0.0,11.8,1015.5,1013.5
Palma de Mallorca,3,1990,6,19,24.8,19.4,22.1,210,1.4,0.0,10.5,1017.0,1014.3
Palma de Mallorca,8,1990,6,20,28.6,15.2,21.9,220,3.6,0.0,10.7,1016.2,1012.7
Palma de Mallorca,3,1990,6,20,28.6,19.2,23.9,340,1.1,0.0,10.7,1017.1,1013.2
Palma de Mallorca,8,1990,6,21,27.4,19.2,23.3,220,3.9,0.0,9.8,1016.5,1014.2
Palma de Mallorca,3,1990,6,21,25.6,21.4,23.5,220,2.2,0.0,9.7,1017.7,1014.4
Palma de Mallorca,8,1990,6,22,27.6,21.0,24.3,210,4.2,0.0,10.3,1015.8,1012.9
Palma de Mallorca,3,1990,6,22,26.0,21.6,23.8,200,2.2,0.0,11.1,1017.1,1013.5
